Fonction;Operation;nbIteration;Marge d'erreur (%);Temps d'entrainement(nanosecondes);
Tanh;AND;575;0,261698;620500;
Tanh;AND;576;0,260449;616900;
Tanh;AND;577;0,169608;635000;
Tanh;AND;578;0,266553;621100;
Tanh;AND;579;0,256413;629700;
Tanh;AND;580;0,126930;621200;
Tanh;AND;581;0,129667;638800;
Tanh;AND;582;0,124708;623400;
Tanh;AND;583;0,262027;626600;
Tanh;AND;584;0,261975;625400;
Tanh;AND;585;0,216689;624700;
Tanh;AND;586;0,223141;627900;
Tanh;AND;587;0,214350;649900;
Tanh;AND;588;0,235467;679400;
Tanh;AND;589;0,235983;942400;
Tanh;AND;590;0,257034;715900;
Tanh;AND;591;0,119412;645700;
Tanh;AND;592;0,233103;635200;
Tanh;AND;593;0,146244;746700;
Tanh;AND;594;0,227098;656100;
Tanh;AND;595;0,164265;639100;
Tanh;AND;596;0,257482;639000;
Tanh;AND;597;0,124455;640200;
Tanh;AND;598;0,123504;642800;
Tanh;AND;599;0,239016;642700;
Tanh;AND;600;0,123907;651000;
Tanh;AND;601;0,122136;912900;
Tanh;AND;602;0,253484;746400;
Tanh;AND;603;0,224493;645400;
Tanh;AND;604;0,258210;806500;
Tanh;AND;605;0,121435;666700;
Tanh;AND;606;0,116976;753100;
Tanh;AND;607;0,123225;658200;
Tanh;AND;608;0,211734;669200;
Tanh;AND;609;0,226438;654400;
Tanh;AND;610;0,121058;664600;
Tanh;AND;611;0,223623;668500;
Tanh;AND;612;0,204953;659600;
Tanh;AND;613;0,121666;663400;
Tanh;AND;614;0,117916;659900;
Tanh;AND;615;0,119090;921200;
Tanh;AND;616;0,253695;1014100;
Tanh;AND;617;0,234259;933000;
Tanh;AND;618;0,238910;950800;
Tanh;AND;619;0,136673;727500;
Tanh;AND;620;0,118616;699000;
Tanh;AND;621;0,245354;816700;
Tanh;AND;622;0,119126;702200;
Tanh;AND;623;0,116804;724400;
Tanh;AND;624;0,245784;846400;
Tanh;AND;625;0,205204;1006600;
Tanh;AND;626;0,244020;999400;
Tanh;AND;627;0,117274;947800;
Tanh;AND;628;0,168371;708500;
Tanh;AND;629;0,118473;846200;
Tanh;AND;630;0,245973;726000;
Tanh;AND;631;0,245593;710500;
Tanh;AND;632;0,156128;711900;
Tanh;AND;633;0,241528;696400;
Tanh;AND;634;0,245985;713100;
Tanh;AND;635;0,111193;702200;
Tanh;AND;636;0,233593;688000;
Tanh;AND;637;0,190689;715200;
Tanh;AND;638;0,137342;702100;
Tanh;AND;639;0,115438;718000;
Tanh;AND;640;0,160172;708500;
Tanh;AND;641;0,150316;708500;
Tanh;AND;642;0,189987;711700;
Tanh;AND;643;0,115249;707000;
Tanh;AND;644;0,214642;716100;
Tanh;AND;645;0,209744;713300;
Tanh;AND;646;0,115292;713800;
Tanh;AND;647;0,155112;716900;
Tanh;AND;648;0,111381;719800;
Tanh;AND;649;0,211670;717200;
Tanh;AND;650;0,121578;727600;
Tanh;AND;651;0,217249;721500;
Tanh;AND;652;0,112811;716700;
Tanh;AND;653;0,126263;721600;
Tanh;AND;654;0,114842;714200;
Tanh;AND;655;0,174769;723700;
Tanh;AND;656;0,172872;728800;
Tanh;AND;657;0,113466;731900;
Tanh;AND;658;0,119341;731600;
Tanh;AND;659;0,112807;722500;
Tanh;AND;660;0,218912;721000;
Tanh;AND;661;0,135523;746600;
Tanh;AND;662;0,217830;746100;
Tanh;AND;663;0,111575;727900;
Tanh;AND;664;0,129739;742100;
Tanh;AND;665;0,112647;737700;
Tanh;AND;666;0,186491;730400;
Tanh;AND;667;0,190018;730700;
Tanh;AND;668;0,111923;726300;
Tanh;AND;669;0,153759;744700;
Tanh;AND;670;0,105508;727600;
Tanh;AND;671;0,186831;741400;
Tanh;AND;672;0,111984;742600;
Tanh;AND;673;0,173622;742800;
Tanh;AND;674;0,138267;776000;
Tanh;AND;675;0,191244;747000;
Tanh;AND;676;0,110234;737400;
Tanh;AND;677;0,225606;753700;
Tanh;AND;678;0,229874;742600;
Tanh;AND;679;0,107790;751900;
Tanh;AND;680;0,220999;747100;
Tanh;AND;681;0,198904;782000;
Tanh;AND;682;0,109817;733900;
Tanh;AND;683;0,107123;757100;
Tanh;AND;684;0,109760;759900;
Tanh;AND;685;0,222281;757900;
Tanh;AND;686;0,225350;753400;
Tanh;AND;687;0,185575;759600;
Tanh;AND;688;0,187871;730500;
Tanh;AND;689;0,175411;757300;
Tanh;AND;690;0,214226;751700;
Tanh;AND;691;0,187767;759700;
Tanh;AND;692;0,207467;769900;
Tanh;AND;693;0,138412;772700;
Tanh;AND;694;0,218817;1022800;
Tanh;AND;695;0,172265;1157800;
Tanh;AND;696;0,151934;1133600;
Tanh;AND;697;0,107397;1144800;
Tanh;AND;698;0,198742;851000;
Tanh;AND;699;0,106814;826500;
Tanh;AND;700;0,105596;818100;
Tanh;AND;701;0,147163;788200;
Tanh;AND;702;0,105906;739000;
Tanh;AND;703;0,106338;819800;
Tanh;AND;704;0,207089;821800;
Tanh;AND;705;0,103970;774700;
Tanh;AND;706;0,175363;779800;
Tanh;AND;707;0,137292;777100;
Tanh;AND;708;0,196525;783200;
Tanh;AND;709;0,102609;784000;
Tanh;AND;710;0,219407;783900;
Tanh;AND;711;0,213341;785500;
Tanh;AND;712;0,164681;820500;
Tanh;AND;713;0,211299;781000;
Tanh;AND;714;0,216838;784800;
Tanh;AND;715;0,099423;783500;
Tanh;AND;716;0,203851;804900;
Tanh;AND;717;0,156615;782000;
Tanh;AND;718;0,149752;802700;
Tanh;AND;719;0,104688;782500;
Tanh;AND;720;0,180803;789100;
Tanh;AND;721;0,101551;797600;
Tanh;AND;722;0,110798;790200;
Tanh;AND;723;0,103290;796300;
Tanh;AND;724;0,126175;927400;
Tanh;AND;725;0,108946;790500;
Tanh;AND;726;0,142243;800100;
Tanh;AND;727;0,102738;838700;
Tanh;AND;728;0,103877;806600;
Tanh;AND;729;0,207697;795900;
Tanh;AND;730;0,209800;850700;
Tanh;AND;731;0,196912;828500;
Tanh;AND;732;0,131041;797500;
Tanh;AND;733;0,101731;796700;
