Fonction;Operation;nbIteration;Taux de réussite (%);Temps d'entrainement(nanosecondes);
Sigmoïde;XOR;310;50,000000;294700;
Sigmoïde;XOR;311;50,000000;296400;
Sigmoïde;XOR;312;50,000000;299400;
Sigmoïde;XOR;313;50,000000;465700;
Sigmoïde;XOR;314;50,000000;297200;
Sigmoïde;XOR;315;50,000000;311400;
Sigmoïde;XOR;316;50,000000;291100;
Sigmoïde;XOR;317;50,000000;292300;
Sigmoïde;XOR;318;50,000000;295900;
Sigmoïde;XOR;319;50,000000;313700;
Sigmoïde;XOR;320;50,000000;307900;
Sigmoïde;XOR;321;50,000000;304200;
Sigmoïde;XOR;322;50,000000;391500;
Sigmoïde;XOR;323;50,000000;304500;
Sigmoïde;XOR;324;50,000000;305800;
Sigmoïde;XOR;325;50,000000;306500;
Sigmoïde;XOR;326;50,000000;313400;
Sigmoïde;XOR;327;50,000000;309300;
Sigmoïde;XOR;328;50,000000;309900;
Sigmoïde;XOR;329;50,000000;311400;
Sigmoïde;XOR;330;50,000000;312200;
Sigmoïde;XOR;331;50,000000;316500;
Sigmoïde;XOR;332;50,000000;404700;
Sigmoïde;XOR;333;50,000000;316400;
Sigmoïde;XOR;334;50,000000;317300;
Sigmoïde;XOR;335;50,000000;317100;
Sigmoïde;XOR;336;50,000000;321900;
Sigmoïde;XOR;337;50,000000;322200;
Sigmoïde;XOR;338;50,000000;322400;
Sigmoïde;XOR;339;50,000000;324200;
Sigmoïde;XOR;340;50,000000;323800;
Sigmoïde;XOR;341;50,000000;325500;
Sigmoïde;XOR;342;50,000000;329500;
Sigmoïde;XOR;343;50,000000;327400;
Sigmoïde;XOR;344;50,000000;327000;
Sigmoïde;XOR;345;50,000000;324700;
Sigmoïde;XOR;346;50,000000;327300;
Sigmoïde;XOR;347;50,000000;348500;
Sigmoïde;XOR;348;50,000000;336100;
Sigmoïde;XOR;349;50,000000;334900;
Sigmoïde;XOR;350;50,000000;333500;
Sigmoïde;XOR;351;50,000000;334600;
Sigmoïde;XOR;352;50,000000;335900;
Sigmoïde;XOR;353;50,000000;337100;
Sigmoïde;XOR;354;50,000000;339600;
Sigmoïde;XOR;355;50,000000;334600;
Sigmoïde;XOR;356;50,000000;339100;
Sigmoïde;XOR;357;50,000000;340000;
Sigmoïde;XOR;358;50,000000;340700;
Sigmoïde;XOR;359;50,000000;342200;
Sigmoïde;XOR;360;50,000000;347100;
Sigmoïde;XOR;361;50,000000;361300;
Sigmoïde;XOR;362;50,000000;351100;
Sigmoïde;XOR;363;50,000000;353900;
Sigmoïde;XOR;364;50,000000;363800;
Sigmoïde;XOR;365;50,000000;347900;
Sigmoïde;XOR;366;50,000000;347800;
Sigmoïde;XOR;367;50,000000;346600;
Sigmoïde;XOR;368;50,000000;347900;
Sigmoïde;XOR;369;50,000000;349200;
Sigmoïde;XOR;370;50,000000;351500;
Sigmoïde;XOR;371;50,000000;356600;
Sigmoïde;XOR;372;50,000000;369500;
Sigmoïde;XOR;373;50,000000;362000;
Sigmoïde;XOR;374;50,000000;360800;
Sigmoïde;XOR;375;50,000000;371200;
Sigmoïde;XOR;376;50,000000;357800;
Sigmoïde;XOR;377;50,000000;462600;
Sigmoïde;XOR;378;50,000000;356200;
Sigmoïde;XOR;379;50,000000;361300;
Sigmoïde;XOR;380;50,000000;357200;
Sigmoïde;XOR;381;50,000000;359500;
Sigmoïde;XOR;382;50,000000;370100;
Sigmoïde;XOR;383;50,000000;368100;
Sigmoïde;XOR;384;50,000000;366900;
Sigmoïde;XOR;385;50,000000;367100;
Sigmoïde;XOR;386;50,000000;367200;
Sigmoïde;XOR;387;50,000000;375900;
Sigmoïde;XOR;388;50,000000;384400;
Sigmoïde;XOR;389;50,000000;374200;
Sigmoïde;XOR;390;50,000000;376000;
Sigmoïde;XOR;391;50,000000;389100;
Sigmoïde;XOR;392;50,000000;377700;
Sigmoïde;XOR;393;50,000000;375100;
Sigmoïde;XOR;394;50,000000;374600;
Sigmoïde;XOR;395;50,000000;376500;
Sigmoïde;XOR;396;50,000000;376800;
Sigmoïde;XOR;397;50,000000;375900;
Sigmoïde;XOR;398;50,000000;379900;
Sigmoïde;XOR;399;50,000000;376800;
Sigmoïde;XOR;400;50,000000;379700;
Sigmoïde;XOR;401;50,000000;382200;
Sigmoïde;XOR;402;50,000000;384600;
Sigmoïde;XOR;403;50,000000;413100;
Sigmoïde;XOR;404;50,000000;401400;
Sigmoïde;XOR;405;50,000000;391300;
Sigmoïde;XOR;406;50,000000;394500;
Sigmoïde;XOR;407;50,000000;399300;
Sigmoïde;XOR;408;50,000000;393600;
Sigmoïde;XOR;409;50,000000;386600;
Sigmoïde;XOR;410;50,000000;386100;
Sigmoïde;XOR;411;50,000000;387600;
Sigmoïde;XOR;412;50,000000;388900;
Sigmoïde;XOR;413;50,000000;393500;
Sigmoïde;XOR;414;50,000000;390400;
Sigmoïde;XOR;415;50,000000;391200;
Sigmoïde;XOR;416;50,000000;394100;
Sigmoïde;XOR;417;50,000000;397800;
Sigmoïde;XOR;418;50,000000;396100;
Sigmoïde;XOR;419;50,000000;676000;
Sigmoïde;XOR;420;50,000000;396500;
Sigmoïde;XOR;421;50,000000;396800;
Sigmoïde;XOR;422;50,000000;404700;
Sigmoïde;XOR;423;50,000000;399800;
Sigmoïde;XOR;424;50,000000;400000;
Sigmoïde;XOR;425;50,000000;400800;
Sigmoïde;XOR;426;50,000000;407900;
Sigmoïde;XOR;427;50,000000;408000;
Sigmoïde;XOR;428;50,000000;465200;
Sigmoïde;XOR;429;50,000000;405500;
Sigmoïde;XOR;430;50,000000;408200;
Sigmoïde;XOR;431;50,000000;459300;
Sigmoïde;XOR;432;50,000000;456300;
Sigmoïde;XOR;433;50,000000;408900;
Sigmoïde;XOR;434;50,000000;409200;
Sigmoïde;XOR;435;50,000000;410300;
Sigmoïde;XOR;436;50,000000;416100;
