Fonction;Operation;nbIteration;Taux de réussite (%);Temps d'entrainement(nanosecondes);
Sigmoïde;OR;408;100,000000;395300;
Sigmoïde;OR;409;100,000000;401100;
Sigmoïde;OR;410;100,000000;397100;
Sigmoïde;OR;411;100,000000;400200;
Sigmoïde;OR;412;100,000000;399600;
Sigmoïde;OR;413;100,000000;403600;
Sigmoïde;OR;414;100,000000;402400;
Sigmoïde;OR;415;100,000000;402800;
Sigmoïde;OR;416;100,000000;403100;
Sigmoïde;OR;417;100,000000;408100;
Sigmoïde;OR;418;100,000000;404300;
Sigmoïde;OR;419;100,000000;406500;
Sigmoïde;OR;420;100,000000;407900;
Sigmoïde;OR;421;100,000000;409800;
Sigmoïde;OR;422;100,000000;415000;
Sigmoïde;OR;423;100,000000;410400;
Sigmoïde;OR;424;100,000000;489900;
Sigmoïde;OR;425;100,000000;448200;
Sigmoïde;OR;426;100,000000;418800;
Sigmoïde;OR;427;100,000000;415100;
Sigmoïde;OR;428;100,000000;416500;
Sigmoïde;OR;429;100,000000;415800;
Sigmoïde;OR;430;100,000000;416400;
Sigmoïde;OR;431;100,000000;422000;
Sigmoïde;OR;432;100,000000;420400;
Sigmoïde;OR;433;100,000000;420800;
Sigmoïde;OR;434;100,000000;422100;
Sigmoïde;OR;435;100,000000;422600;
Sigmoïde;OR;436;100,000000;425700;
Sigmoïde;OR;437;100,000000;423500;
Sigmoïde;OR;438;100,000000;423300;
Sigmoïde;OR;439;100,000000;427500;
Sigmoïde;OR;440;100,000000;432000;
Sigmoïde;OR;441;100,000000;428600;
Sigmoïde;OR;442;100,000000;429100;
Sigmoïde;OR;443;100,000000;430100;
Sigmoïde;OR;444;100,000000;435200;
Sigmoïde;OR;445;100,000000;429200;
Sigmoïde;OR;446;100,000000;430700;
Sigmoïde;OR;447;100,000000;431100;
Sigmoïde;OR;448;100,000000;434000;
Sigmoïde;OR;449;100,000000;440000;
Sigmoïde;OR;450;100,000000;438200;
Sigmoïde;OR;451;100,000000;438700;
Sigmoïde;OR;452;100,000000;456800;
Sigmoïde;OR;453;100,000000;445600;
Sigmoïde;OR;454;100,000000;441700;
Sigmoïde;OR;455;100,000000;444100;
Sigmoïde;OR;456;100,000000;442400;
Sigmoïde;OR;457;100,000000;443700;
Sigmoïde;OR;458;100,000000;449100;
Sigmoïde;OR;459;100,000000;446800;
Sigmoïde;OR;460;100,000000;446000;
Sigmoïde;OR;461;100,000000;523000;
Sigmoïde;OR;462;100,000000;451400;
Sigmoïde;OR;463;100,000000;447900;
Sigmoïde;OR;464;100,000000;447200;
Sigmoïde;OR;465;100,000000;449200;
Sigmoïde;OR;466;100,000000;457700;
Sigmoïde;OR;467;100,000000;454300;
Sigmoïde;OR;468;100,000000;453900;
Sigmoïde;OR;469;100,000000;454300;
Sigmoïde;OR;470;100,000000;458200;
Sigmoïde;OR;471;100,000000;458000;
Sigmoïde;OR;472;100,000000;456700;
Sigmoïde;OR;473;100,000000;459300;
Sigmoïde;OR;474;100,000000;461000;
Sigmoïde;OR;475;100,000000;474400;
Sigmoïde;OR;476;100,000000;451000;
Sigmoïde;OR;477;100,000000;487900;
Sigmoïde;OR;478;100,000000;458700;
Sigmoïde;OR;479;100,000000;452900;
Sigmoïde;OR;480;100,000000;452400;
Sigmoïde;OR;481;100,000000;455600;
Sigmoïde;OR;482;100,000000;464700;
Sigmoïde;OR;483;100,000000;458500;
Sigmoïde;OR;484;100,000000;461400;
Sigmoïde;OR;485;100,000000;458300;
Sigmoïde;OR;486;100,000000;464000;
Sigmoïde;OR;487;100,000000;461300;
Sigmoïde;OR;488;100,000000;462300;
Sigmoïde;OR;489;100,000000;461300;
Sigmoïde;OR;490;100,000000;464800;
Sigmoïde;OR;491;100,000000;465600;
Sigmoïde;OR;492;100,000000;466100;
Sigmoïde;OR;493;100,000000;468200;
Sigmoïde;OR;494;100,000000;703700;
Sigmoïde;OR;495;100,000000;467200;
Sigmoïde;OR;496;100,000000;468700;
Sigmoïde;OR;497;100,000000;476700;
Sigmoïde;OR;498;100,000000;546100;
Sigmoïde;OR;499;100,000000;470500;
Sigmoïde;OR;500;100,000000;473000;
Sigmoïde;OR;501;100,000000;474700;
Sigmoïde;OR;502;100,000000;478900;
Sigmoïde;OR;503;100,000000;476400;
Sigmoïde;OR;504;100,000000;477000;
Sigmoïde;OR;505;100,000000;480100;
Sigmoïde;OR;506;100,000000;480500;
Sigmoïde;OR;507;100,000000;480400;
Sigmoïde;OR;508;100,000000;478600;
Sigmoïde;OR;509;100,000000;486000;
Sigmoïde;OR;510;100,000000;482800;
Sigmoïde;OR;511;100,000000;485600;
Sigmoïde;OR;512;100,000000;485900;
Sigmoïde;OR;513;100,000000;489600;
Sigmoïde;OR;514;100,000000;496100;
Sigmoïde;OR;515;100,000000;573300;
Sigmoïde;OR;516;100,000000;489800;
Sigmoïde;OR;517;100,000000;495000;
Sigmoïde;OR;518;100,000000;491500;
Sigmoïde;OR;519;100,000000;493900;
Sigmoïde;OR;520;100,000000;496300;
Sigmoïde;OR;521;100,000000;500900;
Sigmoïde;OR;522;100,000000;496600;
Sigmoïde;OR;523;100,000000;494700;
Sigmoïde;OR;524;100,000000;497700;
Sigmoïde;OR;525;100,000000;497900;
Sigmoïde;OR;526;100,000000;616200;
Sigmoïde;OR;527;100,000000;497100;
Sigmoïde;OR;528;100,000000;505400;
Sigmoïde;OR;529;100,000000;501400;
Sigmoïde;OR;530;100,000000;502800;
Sigmoïde;OR;531;100,000000;539600;
Sigmoïde;OR;532;100,000000;508700;
Sigmoïde;OR;533;100,000000;506900;
Sigmoïde;OR;534;100,000000;571900;
Sigmoïde;OR;535;100,000000;507100;
Sigmoïde;OR;536;100,000000;512600;
Sigmoïde;OR;537;100,000000;509600;
Sigmoïde;OR;538;100,000000;512000;
Sigmoïde;OR;539;100,000000;510200;
Sigmoïde;OR;540;100,000000;515300;
Sigmoïde;OR;541;100,000000;513500;
Sigmoïde;OR;542;100,000000;514400;
Sigmoïde;OR;543;100,000000;516500;
Sigmoïde;OR;544;100,000000;519600;
Sigmoïde;OR;545;100,000000;516900;
Sigmoïde;OR;546;100,000000;519300;
Sigmoïde;OR;547;100,000000;521800;
Sigmoïde;OR;548;100,000000;521300;
Sigmoïde;OR;549;100,000000;520900;
Sigmoïde;OR;550;100,000000;523000;
Sigmoïde;OR;551;100,000000;527700;
Sigmoïde;OR;552;100,000000;523700;
Sigmoïde;OR;553;100,000000;699500;
Sigmoïde;OR;554;100,000000;525800;
Sigmoïde;OR;555;100,000000;531700;
Sigmoïde;OR;556;100,000000;607500;
Sigmoïde;OR;557;100,000000;527800;
